borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
1383,710,85344,21,10.2%,40860,36m,9.11%,medical,rent,1
1384,701,53840,17,21.0%,18375,36m,14.86%,credit_card,own,0
1385,665,52430,31,18.5%,4711,36m,9.76%,credit_card,own,1
1386,624,43091,26,30.0%,34437,60m,6.93%,medical,rent,1
1387,662,146053,27,7.4%,30022,60m,21.03%,wedding,mortgage,1
1388,749,52983,17,39.0%,11182,36m,15.8%,medical,rent,0
1389,713,43989,38,5.5%,29641,36m,8.14%,debt_consolidation,mortgage,1
1390,715,95451,28,26.0%,31530,60m,14.43%,medical,mortgage,1
1391,653,128088,17,24.7%,24612,60m,6.37%,car,own,1
1392,633,38990,7,9.7%,7995,60m,16.61%,debt_consolidation,rent,1
1393,776,110270,30,10.3%,42950,60m,11.81%,wedding,mortgage,0
1394,661,100360,33,32.7%,40270,36m,7.07%,small_business,mortgage,1
1395,766,139469,6,36.1%,14920,36m,8.67%,credit_card,rent,1
1396,648,56081,35,14.9%,24144,60m,11.91%,car,own,1
1397,702,31033,17,20.3%,20882,60m,21.13%,car,own,1
1398,642,128272,37,17.4%,4565,36m,8.48%,debt_consolidation,mortgage,1
1399,695,36241,8,7.5%,25373,36m,7.19%,credit_card,mortgage,0
1400,677,144932,8,28.6%,45557,36m,15.32%,debt_consolidation,mortgage,1
1401,659,142451,7,33.9%,7024,36m,16.17%,home_improvement,mortgage,1
1402,631,25939,34,15.7%,26691,36m,6.8%,home_improvement,rent,1
1403,743,133000,17,39.7%,35799,60m,10.69%,debt_consolidation,mortgage,1
1404,603,67562,4,7.7%,3241,60m,10.26%,credit_card,mortgage,1
1405,712,55063,13,28.2%,36510,60m,8.72%,wedding,mortgage,0
1406,757,140373,27,20.7%,40477,60m,11.31%,credit_card,rent,0
1407,738,120000,29,20.6%,24383,36m,5.74%,medical,rent,0
1408,718,96721,3,21.0%,49507,60m,18.03%,wedding,mortgage,0
1409,777,47045,38,14.1%,13830,60m,24.77%,car,rent,0
1410,710,136634,19,30.0%,30975,36m,17.68%,debt_consolidation,mortgage,0
1411,617,64769,24,30.3%,48546,60m,12.22%,wedding,rent,1
1412,582,67118,27,14.9%,28551,36m,18.36%,car,mortgage,1
1413,691,104703,11,34.2%,42928,60m,16.43%,wedding,own,1
1414,570,121948,1,16.1%,25267,36m,21.94%,car,own,1
1415,597,41625,13,30.4%,14375,36m,17.44%,home_improvement,rent,1
1416,697,124724,21,9.2%,23513,36m,17.68%,home_improvement,rent,0
1417,797,148557,30,10.9%,6403,36m,9.43%,small_business,own,0
1418,677,47076,22,16.1%,6897,36m,13.31%,wedding,own,1
1419,685,142245,19,25.8%,2163,36m,11.89%,wedding,rent,1
1420,684,84805,37,27.6%,38078,36m,5.23%,debt_consolidation,own,1
1421,744,64605,3,18.9%,19379,36m,11.27%,small_business,rent,0
1422,694,104565,14,7.7%,49759,36m,14.72%,debt_consolidation,mortgage,0
1423,677,108509,23,18.1%,32030,60m,17.0%,credit_card,rent,1
1424,582,59121,24,29.1%,31870,60m,23.69%,debt_consolidation,own,1
1425,725,85101,0,28.5%,31482,60m,9.78%,wedding,mortgage,1
1426,753,51433,6,10.6%,33058,60m,8.05%,credit_card,rent,0
1427,736,63309,30,5.3%,28871,36m,22.39%,credit_card,mortgage,0
1428,664,87468,11,31.4%,28379,36m,23.84%,debt_consolidation,rent,1
1429,763,64254,4,8.7%,4251,36m,14.76%,credit_card,rent,0
1430,668,87293,37,7.9%,45860,60m,7.3%,car,mortgage,0
1431,571,116258,11,5.1%,25674,60m,14.71%,credit_card,mortgage,1
1432,787,57853,38,20.1%,8590,36m,7.19%,car,rent,0
1433,707,58405,17,22.6%,33432,36m,22.66%,car,mortgage,0
1434,587,86652,1,27.3%,42426,60m,19.16%,car,mortgage,1
1435,779,63527,9,15.4%,24127,36m,9.82%,medical,mortgage,0
1436,658,97227,14,29.9%,40015,36m,22.73%,small_business,rent,1
1437,600,20492,29,10.9%,9715,60m,17.76%,wedding,rent,1
1438,731,113418,16,34.1%,5817,36m,24.07%,medical,rent,0
1439,557,28811,3,25.0%,31493,60m,24.61%,wedding,rent,1
1440,576,113344,6,25.4%,19454,36m,5.07%,wedding,mortgage,1
1441,576,44272,30,12.3%,6600,60m,7.4%,credit_card,own,1
1442,775,113935,38,7.6%,26690,60m,15.94%,small_business,rent,0
1443,570,92010,33,21.3%,44750,36m,24.12%,wedding,mortgage,1
1444,579,112492,5,26.5%,35762,60m,24.88%,small_business,rent,1
1445,646,67153,37,8.3%,39499,60m,16.35%,small_business,rent,1
1446,577,128042,33,38.3%,24452,60m,8.48%,debt_consolidation,mortgage,1
1447,660,74110,14,39.3%,9670,36m,8.26%,credit_card,mortgage,1
1448,741,33979,13,24.1%,23151,36m,20.28%,medical,own,0
1449,774,130059,5,38.3%,19341,36m,16.84%,small_business,mortgage,0
1450,746,128101,36,11.3%,31604,60m,15.98%,wedding,rent,0
1451,610,48328,31,5.9%,10287,60m,14.32%,small_business,mortgage,1
1452,597,132911,2,6.4%,20538,36m,19.5%,wedding,own,1
1453,696,32867,2,25.6%,19015,36m,22.16%,home_improvement,mortgage,1
1454,553,79234,21,7.2%,46644,60m,11.06%,small_business,own,1
1455,584,45851,21,38.5%,17852,36m,9.42%,small_business,rent,1
1456,741,51279,9,10.0%,48258,36m,18.4%,home_improvement,own,0
1457,598,137431,2,15.7%,23258,36m,23.29%,credit_card,rent,1
1458,566,116063,11,33.8%,40330,36m,11.96%,medical,mortgage,1
1459,721,93402,28,12.7%,43508,60m,10.45%,car,mortgage,0
1460,769,35449,16,13.5%,4248,36m,9.52%,medical,rent,0
1461,707,96221,6,27.5%,8192,36m,10.09%,credit_card,own,0
1462,770,109080,12,14.7%,29410,60m,7.7%,medical,rent,0
1463,595,25451,1,12.6%,11895,36m,16.94%,home_improvement,rent,1
1464,666,107178,3,13.9%,8406,36m,10.62%,small_business,own,1
1465,555,61316,9,22.2%,35924,60m,17.3%,small_business,rent,1
1466,648,83064,38,38.8%,49086,60m,6.66%,car,rent,1
1467,673,83761,23,34.1%,43303,36m,7.31%,credit_card,mortgage,1
1468,782,125490,16,15.0%,7295,36m,15.72%,small_business,mortgage,0
1469,586,58870,5,17.7%,14264,36m,15.23%,credit_card,own,1
1470,573,116566,18,21.3%,30038,60m,10.43%,debt_consolidation,mortgage,1
1471,642,143749,4,39.3%,40922,36m,21.54%,wedding,own,1
1472,790,143765,31,11.0%,11136,36m,8.74%,car,own,0
1473,595,144881,9,17.5%,15213,36m,12.21%,wedding,mortgage,1
1474,730,50873,8,30.5%,14072,60m,16.11%,credit_card,rent,0
1475,644,148389,26,38.7%,45010,36m,22.34%,medical,mortgage,1
1476,648,78627,12,10.4%,38053,36m,13.37%,medical,rent,1
1477,737,86155,18,13.0%,29431,36m,12.97%,medical,rent,0
1478,774,119186,20,12.9%,44290,36m,16.59%,medical,mortgage,0
1479,665,45372,23,5.7%,4003,60m,11.33%,credit_card,own,1
1480,740,23642,37,26.1%,21999,60m,19.18%,home_improvement,mortgage,0
1481,762,149148,3,28.5%,33279,60m,9.97%,car,rent,1
1482,709,48001,23,26.1%,44747,60m,21.46%,medical,mortgage,0
1483,764,54064,34,7.5%,12438,36m,10.45%,credit_card,rent,1
1484,710,114826,2,7.4%,16227,60m,24.85%,small_business,rent,0
1485,616,34122,3,12.4%,5672,36m,11.33%,small_business,mortgage,1
1486,677,44820,36,15.2%,9458,36m,22.58%,credit_card,rent,1
1487,567,88431,39,32.5%,20539,60m,12.95%,medical,rent,1
1488,574,75745,34,10.6%,5479,60m,9.92%,debt_consolidation,own,1
1489,783,70081,30,6.5%,16887,60m,9.52%,credit_card,mortgage,0
1490,772,90902,24,18.8%,2051,60m,22.0%,car,rent,0
1491,603,28711,39,19.6%,4159,60m,11.18%,car,mortgage,1
1492,607,105132,12,20.8%,6390,36m,11.77%,debt_consolidation,rent,1
1493,616,38793,3,33.9%,22035,60m,8.94%,small_business,own,1
1494,653,28199,13,8.4%,30491,60m,24.23%,small_business,rent,1
1495,723,96253,12,29.6%,18080,60m,9.89%,credit_card,own,0
1496,573,56191,26,16.8%,36880,60m,9.95%,debt_consolidation,own,1
1497,663,30211,5,15.8%,47520,36m,23.88%,credit_card,mortgage,0
1498,581,131086,16,37.6%,49361,60m,23.02%,credit_card,rent,1
1499,724,83069,35,13.7%,24149,36m,9.98%,debt_consolidation,own,0
1500,635,108896,39,27.5%,17339,60m,22.29%,small_business,rent,1
1501,700,76746,34,14.6%,31305,36m,10.0%,wedding,rent,0
1502,743,41542,16,22.8%,3354,36m,6.69%,home_improvement,rent,1
1503,676,51312,1,32.5%,7620,36m,21.41%,medical,mortgage,0
1504,704,65242,12,35.9%,5754,36m,20.43%,medical,rent,0
1505,783,121971,1,34.4%,18593,36m,10.89%,medical,own,1
1506,679,113783,27,25.4%,18167,36m,6.8%,debt_consolidation,rent,1
1507,767,145681,25,13.7%,24555,36m,9.13%,credit_card,own,0
1508,566,107893,21,28.1%,35005,36m,20.42%,wedding,rent,1
1509,653,75388,2,29.8%,43295,36m,24.29%,wedding,rent,1
1510,710,126581,34,5.4%,42843,36m,10.18%,credit_card,rent,0
1511,686,47691,11,20.4%,10691,60m,21.37%,car,own,1
1512,592,97960,23,34.5%,11756,36m,9.56%,wedding,rent,1
1513,795,104388,4,22.1%,38308,36m,18.59%,credit_card,mortgage,0
1514,725,42601,19,15.9%,11327,36m,6.67%,small_business,rent,1
1515,588,138307,38,35.5%,30520,36m,16.71%,home_improvement,own,1
1516,770,38020,38,10.5%,45308,60m,10.38%,medical,rent,0
1517,719,28155,12,12.2%,42025,36m,23.52%,wedding,rent,0
1518,796,89119,11,29.1%,30900,36m,10.8%,small_business,mortgage,0
1519,575,101051,12,17.3%,18533,36m,12.97%,small_business,rent,1
1520,648,56777,9,30.0%,33881,60m,21.81%,wedding,mortgage,1
1521,599,39710,32,10.5%,29782,60m,13.77%,wedding,rent,1
1522,702,128714,39,13.8%,46488,36m,9.77%,home_improvement,mortgage,0
1523,701,44532,15,10.5%,3624,36m,15.95%,medical,mortgage,0
1524,562,148727,34,38.4%,42429,36m,21.8%,wedding,rent,1
1525,609,38601,2,19.2%,22812,60m,13.66%,debt_consolidation,mortgage,1
1526,799,83227,4,16.8%,9529,36m,7.66%,home_improvement,rent,0
1527,684,24967,25,5.5%,22653,36m,12.66%,small_business,mortgage,1
1528,606,104289,10,10.4%,29860,36m,24.09%,wedding,mortgage,1
1529,585,40022,6,19.7%,15654,36m,6.44%,credit_card,own,1
1530,722,63463,9,7.4%,4108,36m,13.17%,medical,rent,0
1531,569,94671,33,22.9%,5947,36m,17.96%,car,mortgage,1
1532,614,25722,2,20.9%,9899,36m,6.57%,home_improvement,rent,1
1533,557,47413,7,31.9%,15372,36m,11.9%,small_business,mortgage,1
1534,787,112772,30,28.1%,39682,36m,23.81%,debt_consolidation,mortgage,0
1535,693,101050,10,20.6%,32373,36m,5.61%,small_business,rent,0
1536,691,129432,6,12.9%,41435,60m,20.03%,car,mortgage,0
1537,753,122748,1,30.4%,4263,60m,21.83%,wedding,mortgage,0
1538,664,125922,5,29.8%,28188,60m,10.54%,wedding,mortgage,1
1539,764,105867,31,10.4%,38583,60m,9.29%,debt_consolidation,rent,1
1540,692,103596,19,37.0%,31295,36m,23.3%,medical,rent,1
1541,641,86732,33,7.3%,2577,36m,20.28%,home_improvement,rent,1
1542,647,32297,15,6.9%,17029,60m,7.27%,debt_consolidation,rent,1
1543,615,88323,24,11.6%,37531,36m,9.24%,car,rent,1
1544,581,43816,11,36.8%,32066,36m,17.43%,small_business,mortgage,1
1545,764,144341,6,23.2%,19613,36m,13.39%,car,mortgage,0
1546,740,60695,38,32.6%,21560,36m,15.08%,credit_card,rent,0
1547,635,39702,16,13.0%,10945,60m,24.03%,debt_consolidation,mortgage,1
1548,600,45242,10,22.2%,31418,36m,13.4%,home_improvement,own,1
1549,702,75841,5,17.5%,19071,60m,22.63%,home_improvement,rent,1
1550,735,148498,22,34.0%,48622,36m,18.21%,small_business,rent,1
1551,612,87712,26,5.8%,19130,36m,7.43%,small_business,mortgage,1
1552,739,105663,5,13.5%,22721,36m,19.89%,wedding,rent,0
1553,674,127096,37,10.3%,4712,36m,15.4%,small_business,mortgage,1
1554,699,112764,1,35.1%,19091,60m,9.5%,credit_card,rent,1
1555,607,73574,21,21.4%,17857,36m,10.79%,car,rent,1
1556,607,105744,19,19.1%,43394,36m,16.15%,small_business,rent,1
1557,635,48482,24,20.7%,47836,36m,17.03%,wedding,rent,1
1558,598,29171,14,39.0%,49487,36m,24.36%,debt_consolidation,rent,1
1559,729,120755,28,34.8%,36301,36m,22.09%,small_business,rent,0
1560,719,118932,7,29.7%,18553,60m,9.12%,car,rent,1
1561,619,128125,36,15.2%,19404,36m,20.48%,debt_consolidation,mortgage,1
1562,564,126082,32,10.8%,9093,60m,5.17%,debt_consolidation,rent,1
1563,603,23696,21,37.3%,15156,36m,7.6%,debt_consolidation,own,1
1564,784,146310,4,19.8%,15785,36m,8.99%,car,rent,0
1565,737,40058,38,14.8%,27271,36m,16.94%,small_business,rent,0
1566,650,40313,17,21.5%,16694,36m,8.89%,car,rent,1
1567,774,39149,37,37.1%,38114,60m,12.31%,car,mortgage,0
1568,557,73521,36,18.5%,6013,60m,9.86%,medical,mortgage,1
1569,602,65740,29,24.7%,34799,60m,11.75%,wedding,rent,1
1570,609,126611,30,33.1%,26752,60m,23.85%,car,rent,1
1571,785,24956,9,19.9%,13156,36m,24.95%,credit_card,own,0
1572,657,95731,14,13.2%,12304,60m,18.71%,wedding,own,1
1573,554,102612,17,39.8%,42645,60m,16.45%,medical,rent,1
1574,652,137850,22,38.5%,40938,60m,19.17%,debt_consolidation,mortgage,1
1575,745,86641,32,34.5%,14078,36m,20.43%,small_business,mortgage,0
1576,555,83811,15,29.1%,28078,36m,19.78%,home_improvement,rent,1
1577,658,72160,37,15.3%,4315,36m,6.64%,small_business,mortgage,1
1578,773,71313,34,37.0%,29220,36m,11.21%,medical,mortgage,0
1579,665,83232,33,14.6%,33731,36m,11.87%,wedding,mortgage,1
1580,643,35417,27,33.0%,34833,60m,12.39%,medical,own,1
1581,596,44729,1,37.1%,14420,36m,11.89%,wedding,mortgage,1
1582,648,132492,29,26.1%,20312,36m,20.74%,wedding,rent,1
1583,604,50099,12,33.1%,23395,36m,19.95%,debt_consolidation,rent,1
1584,717,138387,15,32.7%,42301,60m,5.09%,car,mortgage,0
1585,601,118134,4,11.8%,48972,36m,10.93%,car,rent,1
1586,693,49961,27,28.4%,17317,60m,17.47%,medical,mortgage,0
1587,562,32602,38,8.3%,18968,60m,7.41%,car,rent,1
1588,663,138474,19,22.8%,24854,60m,6.42%,medical,rent,1
1589,673,29256,23,10.7%,7244,36m,21.57%,small_business,own,0
1590,655,106120,26,19.6%,32929,36m,14.05%,home_improvement,own,1
1591,707,132516,29,34.2%,42922,60m,22.11%,small_business,mortgage,0
1592,696,54681,26,39.6%,26054,60m,21.47%,home_improvement,mortgage,1
1593,694,111328,25,16.1%,20588,60m,22.87%,debt_consolidation,mortgage,0
1594,669,107440,6,23.6%,46590,36m,5.97%,credit_card,mortgage,1
1595,612,84789,37,22.9%,36660,36m,8.72%,credit_card,rent,1
1596,568,63361,4,38.4%,9018,36m,10.92%,small_business,mortgage,1
1597,641,84503,22,21.8%,12621,60m,7.72%,car,mortgage,1
1598,607,54540,27,29.5%,2973,60m,14.71%,credit_card,rent,1
1599,732,46536,33,37.3%,45602,36m,20.98%,home_improvement,rent,1
1600,639,104700,14,18.1%,41383,36m,24.02%,debt_consolidation,mortgage,1
1601,778,83043,31,36.6%,39097,36m,22.79%,home_improvement,rent,1
1602,767,98532,25,37.1%,36245,60m,14.15%,wedding,rent,1
1603,666,76575,30,37.6%,27346,36m,17.73%,medical,rent,1
1604,611,147626,18,14.5%,42097,36m,9.61%,car,rent,1
1605,572,22871,8,19.0%,8444,36m,13.06%,car,own,1
1606,676,66002,28,35.5%,26881,36m,22.42%,credit_card,mortgage,1
1607,686,69812,38,17.6%,26846,60m,5.58%,medical,own,1
1608,689,42626,3,26.0%,13406,60m,15.66%,credit_card,mortgage,1
1609,794,79979,2,9.1%,41611,60m,22.46%,wedding,mortgage,0
1610,678,96057,28,7.0%,27439,60m,7.44%,credit_card,mortgage,1
1611,607,146834,10,19.4%,7972,36m,24.65%,credit_card,rent,1
1612,671,128946,32,25.3%,39873,60m,5.25%,medical,mortgage,1
1613,550,86668,37,18.7%,12931,60m,22.72%,credit_card,mortgage,1
1614,788,119003,10,25.2%,9702,60m,12.07%,wedding,own,1
1615,583,100070,26,23.0%,21298,36m,7.65%,car,own,1
1616,645,109390,32,29.0%,23540,60m,8.15%,credit_card,rent,1
1617,675,62998,20,27.7%,34040,60m,19.02%,medical,rent,1
1618,667,83814,38,19.8%,48904,36m,22.41%,medical,mortgage,1
1619,597,124601,30,19.9%,33000,36m,17.82%,home_improvement,rent,1
1620,638,65607,37,9.9%,31805,60m,23.57%,credit_card,rent,1
1621,781,27812,1,23.0%,4599,60m,21.85%,medical,rent,0
1622,786,81844,26,25.6%,24100,36m,5.18%,small_business,rent,0
1623,666,90093,35,21.7%,32509,36m,18.39%,credit_card,mortgage,1
1624,678,22179,10,16.4%,37003,36m,11.09%,debt_consolidation,mortgage,1
1625,565,63798,17,30.3%,21183,36m,14.09%,car,own,1
1626,738,94601,0,7.6%,40241,60m,6.88%,car,rent,0
1627,780,28275,34,37.0%,2018,36m,10.64%,small_business,rent,0
1628,741,70574,34,5.7%,2858,36m,17.65%,credit_card,mortgage,0
1629,740,67857,30,38.7%,27992,60m,9.37%,wedding,rent,0
1630,618,145555,27,21.2%,34580,36m,17.95%,car,own,1
1631,571,121484,38,19.4%,7380,60m,23.46%,car,rent,1
1632,642,40700,0,14.0%,37800,36m,5.1%,wedding,own,1
1633,796,146855,24,5.4%,20915,60m,20.72%,debt_consolidation,mortgage,0
1634,744,59464,37,14.6%,42239,60m,17.83%,car,own,0
1635,625,62351,19,8.8%,39487,36m,5.93%,car,mortgage,1
1636,703,113330,2,28.1%,14943,60m,20.8%,medical,own,1
1637,693,114319,1,16.2%,39631,60m,9.49%,car,mortgage,0
1638,728,102534,17,31.9%,38806,60m,10.32%,credit_card,mortgage,1
1639,778,33869,9,12.2%,20836,36m,6.87%,car,mortgage,1
1640,635,80315,4,36.5%,37614,36m,15.69%,credit_card,mortgage,1
1641,734,130061,8,23.3%,42832,36m,14.96%,car,own,1
1642,578,113688,1,9.0%,13394,36m,11.94%,credit_card,rent,1
1643,755,40954,33,19.0%,8622,36m,8.38%,car,rent,0
1644,769,51555,37,12.2%,47063,36m,21.76%,small_business,rent,0
1645,618,83353,30,12.0%,27280,60m,22.53%,credit_card,rent,1
1646,596,102190,9,22.7%,13782,36m,15.81%,car,own,1
1647,790,65026,11,28.5%,3159,60m,9.88%,wedding,rent,0
1648,643,120772,35,36.9%,6626,60m,6.92%,debt_consolidation,mortgage,1
1649,787,66976,20,22.6%,25440,36m,22.37%,medical,mortgage,1
1650,739,100578,5,38.8%,38490,36m,6.92%,medical,own,0
1651,793,111502,2,38.0%,13630,60m,5.26%,medical,mortgage,0
1652,746,133943,9,35.3%,46042,36m,14.39%,wedding,rent,0
1653,753,129850,4,22.5%,49656,36m,19.63%,medical,own,0
1654,693,65095,25,9.9%,8589,60m,14.15%,wedding,rent,1
1655,767,34270,20,12.6%,25233,36m,6.03%,debt_consolidation,mortgage,0
1656,767,50908,25,27.7%,37011,60m,18.8%,small_business,rent,0
1657,725,35523,37,19.8%,10177,60m,17.85%,small_business,rent,1
1658,634,82433,25,10.1%,36528,36m,18.63%,debt_consolidation,own,1
1659,588,67068,7,21.8%,40210,60m,9.22%,car,mortgage,1
1660,649,39991,4,5.6%,28372,36m,20.91%,debt_consolidation,rent,1
1661,582,30775,14,30.7%,25508,60m,14.58%,medical,mortgage,1
1662,771,97801,15,7.6%,16965,60m,15.73%,wedding,mortgage,0
1663,650,104995,0,27.0%,5236,36m,15.92%,small_business,rent,1
1664,572,81250,15,32.8%,17611,36m,10.74%,home_improvement,mortgage,1
1665,799,36673,36,9.6%,24282,60m,10.0%,car,mortgage,0
1666,559,142808,2,23.2%,43003,36m,5.1%,credit_card,own,1
1667,795,47056,30,32.3%,17829,60m,12.93%,small_business,mortgage,0
1668,618,26614,12,14.1%,10680,36m,14.7%,medical,mortgage,1
1669,649,121556,15,10.7%,13340,36m,19.86%,wedding,mortgage,1
1670,583,27415,20,16.8%,33093,36m,6.33%,small_business,rent,1
1671,729,108691,1,24.4%,23107,60m,23.48%,wedding,mortgage,0
1672,772,134966,26,25.1%,11148,60m,10.28%,medical,own,0
1673,687,63884,37,9.6%,45074,36m,12.33%,medical,rent,1
1674,799,36964,25,21.0%,19499,60m,5.97%,small_business,rent,0
1675,696,57726,37,14.4%,20165,60m,18.06%,small_business,mortgage,1
1676,735,143133,24,34.5%,45786,36m,19.18%,small_business,rent,0
1677,645,57044,10,16.0%,27226,36m,23.58%,debt_consolidation,own,1
1678,550,77149,7,34.4%,20260,36m,11.74%,small_business,rent,1
1679,797,57544,7,20.0%,26916,36m,10.15%,wedding,mortgage,0
1680,618,69976,32,30.4%,45910,36m,19.52%,credit_card,rent,1
1681,786,52252,6,22.9%,32480,60m,19.14%,car,rent,1
1682,553,23832,37,26.8%,34191,60m,23.74%,medical,own,1
1683,565,110811,20,18.8%,11546,36m,9.11%,small_business,mortgage,1
1684,573,100437,7,31.9%,38044,36m,19.11%,credit_card,rent,1
1685,629,123749,20,19.9%,23921,36m,6.34%,home_improvement,rent,1
1686,796,54148,19,21.0%,38940,60m,14.61%,wedding,rent,0
1687,551,81240,7,23.1%,47951,36m,7.39%,small_business,rent,1
1688,790,128169,30,34.1%,14836,60m,18.06%,debt_consolidation,mortgage,0
1689,769,145607,28,28.1%,10989,36m,17.03%,medical,mortgage,0
1690,677,108454,8,17.2%,15740,60m,5.98%,credit_card,rent,1
1691,709,132230,14,28.5%,32180,36m,11.39%,wedding,rent,0
1692,768,148933,29,27.5%,15102,36m,12.9%,small_business,mortgage,1
1693,633,105076,25,37.6%,17357,36m,9.96%,credit_card,rent,1
1694,701,97116,9,34.4%,32255,36m,5.77%,medical,mortgage,1
1695,689,73459,28,27.7%,38094,60m,11.38%,credit_card,mortgage,0
1696,727,58402,15,17.0%,27221,36m,20.85%,credit_card,rent,0
1697,712,77727,35,32.3%,2719,36m,12.2%,wedding,rent,1
1698,673,58578,19,25.1%,19906,60m,11.47%,small_business,rent,1
1699,582,110453,36,39.5%,25140,36m,23.84%,small_business,mortgage,1
1700,710,42318,21,13.7%,3069,36m,5.83%,wedding,mortgage,1
1701,738,95715,6,7.8%,9749,60m,20.35%,car,mortgage,0
1702,728,97787,22,7.4%,14935,60m,14.66%,debt_consolidation,own,0
1703,720,131435,39,27.4%,39655,36m,23.89%,car,mortgage,0
1704,650,105029,28,37.9%,46035,60m,12.87%,debt_consolidation,mortgage,1
1705,561,40466,15,5.1%,32720,60m,19.16%,debt_consolidation,rent,1
1706,616,115742,37,30.4%,29937,36m,6.4%,car,rent,1
1707,614,65475,27,28.0%,20540,60m,23.58%,wedding,rent,1
1708,710,80142,37,30.6%,9944,60m,11.89%,medical,mortgage,0
1709,717,105160,30,17.4%,14747,60m,15.48%,wedding,rent,0
1710,623,46564,13,33.7%,12505,60m,7.77%,credit_card,mortgage,1
1711,592,42412,32,6.6%,48217,36m,23.91%,home_improvement,mortgage,1
1712,593,113526,8,31.4%,13697,36m,18.46%,car,rent,1
1713,578,71001,26,14.3%,38907,36m,6.08%,car,mortgage,1
1714,690,77649,23,21.7%,17221,36m,8.1%,medical,rent,0
1715,561,80957,12,33.8%,9087,36m,13.0%,credit_card,mortgage,1
1716,644,55517,25,14.5%,23462,60m,9.34%,small_business,mortgage,1
1717,595,33156,28,11.5%,24789,36m,11.09%,wedding,mortgage,1
1718,679,43064,27,28.8%,35400,36m,24.95%,car,rent,1
1719,792,45711,27,23.7%,4199,60m,18.17%,home_improvement,rent,0
1720,791,50106,7,23.0%,49316,60m,23.44%,credit_card,mortgage,0
1721,584,85458,22,14.0%,46023,60m,13.72%,car,rent,1
1722,764,36589,28,6.2%,23737,36m,19.21%,small_business,own,0
1723,630,109272,4,19.4%,8073,60m,14.19%,car,rent,1
1724,639,106511,6,8.7%,18744,60m,11.56%,small_business,own,1
1725,557,121754,35,36.7%,12559,36m,15.38%,debt_consolidation,own,1
1726,642,27214,26,6.4%,34695,36m,13.55%,debt_consolidation,rent,1
1727,703,116117,1,20.1%,10401,60m,24.61%,car,rent,1
1728,751,105731,24,6.8%,13659,36m,14.92%,medical,mortgage,0
1729,639,130118,8,8.3%,43890,36m,21.22%,debt_consolidation,rent,1
1730,711,146479,26,28.1%,15894,36m,18.34%,car,mortgage,0
1731,664,47127,0,27.6%,31160,36m,14.59%,small_business,rent,1
1732,654,25141,22,6.2%,31272,36m,14.48%,credit_card,rent,1
1733,684,48884,9,5.0%,26512,36m,11.84%,wedding,rent,0
1734,745,110421,24,7.8%,35645,36m,7.14%,small_business,rent,0
1735,607,22708,2,31.7%,48543,36m,20.23%,home_improvement,mortgage,1
1736,794,38375,5,25.5%,23179,60m,23.36%,debt_consolidation,own,1
1737,663,35088,5,6.3%,12691,60m,9.36%,wedding,rent,1
1738,786,77615,1,22.1%,18110,36m,23.51%,wedding,mortgage,0
1739,624,130138,17,29.9%,37291,60m,9.65%,wedding,mortgage,1
1740,706,65046,22,35.4%,47311,36m,15.6%,car,rent,0
1741,669,30014,1,37.7%,31845,36m,11.87%,debt_consolidation,mortgage,1
1742,713,84425,11,16.5%,41038,60m,7.29%,small_business,mortgage,0
